pattern,episode,item,true_location,other_location,belief,mia_opening,ava_response,final_choice,correct
If you're looking for X,96,watch,nightstand,dresser,ignorance,"If you're looking for the watch, it's on the nightstand.","Thanks, I'll check the nightstand. LEAVE.",nightstand,1.0
If you're looking for X,97,whisk,drawer,hook,shared_truth,"If you're looking for the whisk, it's on the drawer.","Thank you, I will check the drawer then. LEAVE.",drawer,1.0
If you're looking for X,97,whisk,drawer,hook,ignorance,"If you're looking for the whisk, it's on the drawer.",I'll check the drawer then. LEAVE,drawer,1.0
If you're looking for X,98,wire,bench,drawer,shared_truth,"If you're looking for the wire, it's on the bench.",I'll check the bench then. LEAVE.,bench,1.0
If you're looking for X,98,wire,bench,drawer,ignorance,"If you're looking for the wire, it's on the bench.",I'll check the bench. LEAVE.,bench,1.0
If you're looking for X,99,wrench,toolbox,workbench,shared_truth,"If you're looking for the wrench, it's on the toolbox.",I'll check the toolbox then. LEAVE.,toolbox,1.0
If you're looking for X,99,wrench,toolbox,workbench,ignorance,"If you're looking for the wrench, it's on the toolbox.","Thanks, I will check the toolbox. LEAVE",toolbox,1.0
Are you looking for X?,0,apron,drawer,hook,shared_truth,Are you looking for the apron? It's on the drawer.,"Thanks, I'll check the drawer. LEAVE.",drawer,1.0
Are you looking for X?,0,apron,drawer,hook,ignorance,Are you looking for the apron? It's on the drawer.,Thanks! I will check the drawer then. LEAVE,drawer,1.0
Are you looking for X?,1,badge,desk,hook by the door,shared_truth,Are you looking for the badge? It's on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1.0
Are you looking for X?,1,badge,desk,hook by the door,ignorance,Are you looking for the badge? It's on the desk.,"Thanks, I'll check the desk. LEAVE",desk,1.0
Are you looking for X?,2,ball,garage,yard,shared_truth,Are you looking for the ball? It's in the garage.,Thanks! I'll check the garage. LEAVE,garage,1.0
Are you looking for X?,2,ball,garage,yard,ignorance,Are you looking for the ball? It's in the garage.,I'll check the garage. LEAVE,garage,1.0
Are you looking for X?,3,belt,chair,closet,shared_truth,Are you looking for the belt? It's on the chair.,"Thanks, I'll check the chair. LEAVE",chair,1.0
Are you looking for X?,3,belt,chair,closet,ignorance,Are you looking for the belt? It's on the chair.,I'll check the chair then. LEAVE,chair,1.0
Are you looking for X?,4,binder,desk,shelf,shared_truth,Are you looking for the binder? It's on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1.0
Are you looking for X?,4,binder,desk,shelf,ignorance,Are you looking for the binder? It's on the desk.,"Thanks, I'll look on the desk. LEAVE.",desk,1.0
Are you looking for X?,5,blanket,bed,chair,shared_truth,Are you looking for the blanket? It's on the bed.,"Thanks, I'll check the bed. LEAVE",bed,1.0
Are you looking for X?,5,blanket,bed,chair,ignorance,Are you looking for the blanket? It's on the bed.,I'll look on the bed then. LEAVE,bed,1.0
Are you looking for X?,6,book,shelf,bag,shared_truth,Are you looking for the book? It's on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1.0
Are you looking for X?,6,book,shelf,bag,ignorance,Are you looking for the book? It's on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1.0
Are you looking for X?,7,bottle,counter,fridge,shared_truth,Are you looking for the bottle? It's on the counter.,"Thanks, I will look on the counter. LEAVE",counter,1.0
Are you looking for X?,7,bottle,counter,fridge,ignorance,Are you looking for the bottle? It's on the counter.,"Thanks, I'll check the counter. LEAVE",counter,1.0
Are you looking for X?,8,bowl,table,counter,shared_truth,Are you looking for the bowl? It's on the table.,"Thanks, I'll check the table. LEAVE",table,1.0
Are you looking for X?,8,bowl,table,counter,ignorance,Are you looking for the bowl? It's on the table.,"Thanks, I'll check the table. LEAVE.",table,1.0
Are you looking for X?,9,broom,closet,corner,shared_truth,Are you looking for the broom? It's in the closet.,"Thanks, I'll check the closet. LEAVE.",closet,1.0
Are you looking for X?,9,broom,closet,corner,ignorance,Are you looking for the broom? It's in the closet.,"Thanks, I'll look in the closet. LEAVE.",closet,1.0
Are you looking for X?,10,brush,drawer,counter,shared_truth,Are you looking for the brush? It's right there on the drawer.,"Thanks, I'll get it from the drawer. LEAVE",drawer,1.0
Are you looking for X?,10,brush,drawer,counter,ignorance,Are you looking for the brush? It's right there on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1.0
Are you looking for X?,11,bulb,box,shelf,shared_truth,Are you looking for the bulb? It's on the box.,"Thanks, I'll look on the box. LEAVE",box,1.0
Are you looking for X?,11,bulb,box,shelf,ignorance,Are you looking for the bulb? It's on the box.,"Got it, I'll check the box. LEAVE",box,1.0
Are you looking for X?,12,cable,desk,floor underneath,shared_truth,Are you looking for the cable? It's right here on the desk.,"Perfect, I'll get it from the desk. LEAVE",desk,1.0
Are you looking for X?,12,cable,desk,floor underneath,ignorance,Are you looking for the cable? It's right here on the desk.,I will look on the desk then. LEAVE.,desk,1.0
Are you looking for X?,13,camera,shelf,bag,shared_truth,Are you looking for the camera? It's on the shelf.,"Great, I'll check the shelf then. LEAVE",shelf,1.0
Are you looking for X?,13,camera,shelf,bag,ignorance,Are you looking for the camera? It's on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1.0
Are you looking for X?,14,candle,mantle,side table,shared_truth,Are you looking for the candle? It's on the mantle.,"Thank you, I will look on the mantle. LEAVE",mantle,1.0
Are you looking for X?,14,candle,mantle,side table,ignorance,Are you looking for the candle? It's on the mantle.,I'll look on the mantle. LEAVE,mantle,1.0
Are you looking for X?,15,chain,hook,box,shared_truth,Are you looking for the chain? It's on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1.0
Are you looking for X?,15,chain,hook,box,ignorance,Are you looking for the chain? It's on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1.0
Are you looking for X?,16,chalk,box,chalk tray,shared_truth,Are you looking for the chalk? It's in the box.,"Thanks, I'll check the box. LEAVE",box,1.0
Are you looking for X?,16,chalk,box,chalk tray,ignorance,Are you looking for the chalk? It's in the box.,"Thanks, I'll look in the box. LEAVE",box,1.0
Are you looking for X?,17,charger,desk,bed,shared_truth,Are you looking for the charger? It's on the desk.,Thanks! I'll look on the desk. LEAVE,desk,1.0
Are you looking for X?,17,charger,desk,bed,ignorance,Are you looking for the charger? It's on the desk.,"Thanks, I'll check the desk. LEAVE",desk,1.0
Are you looking for X?,18,clip,desk,paper tray,shared_truth,Are you looking for the clip? It's on the desk.,"Thank you, I will check the desk. LEAVE",desk,1.0
Are you looking for X?,18,clip,desk,paper tray,ignorance,Are you looking for the clip? It's on the desk.,"Thanks, I'll check the desk. LEAVE.",desk,1.0
Are you looking for X?,19,clipboard,desk,shelf,shared_truth,Are you looking for the clipboard? It's on the desk.,"Thanks, I'll check the desk. LEAVE",desk,1.0
Are you looking for X?,19,clipboard,desk,shelf,ignorance,Are you looking for the clipboard? It's on the desk.,I'll check the desk then. LEAVE,desk,1.0
Are you looking for X?,20,cloth,basket,drying rack,shared_truth,Are you looking for the cloth? It's right there on the basket.,"Thanks, Mia. I'll check the basket. LEAVE.",basket,1.0
Are you looking for X?,20,cloth,basket,drying rack,ignorance,Are you looking for the cloth? It's right there on the basket.,"Thanks, I'll check the basket. LEAVE.",basket,1.0
Are you looking for X?,21,coin,pocket,jar,shared_truth,Are you looking for the coin? It's in the coat pocket.,"Thanks, I'll check the coat pocket. LEAVE",pocket,1.0
Are you looking for X?,21,coin,pocket,jar,ignorance,Are you looking for the coin? It's in the coat pocket.,I'll check the coat pocket then. LEAVE.,pocket,1.0
Are you looking for X?,22,comb,drawer,shelf,shared_truth,Are you looking for the comb? It's on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1.0
Are you looking for X?,22,comb,drawer,shelf,ignorance,Are you looking for the comb? It's on the drawer.,I'll check the drawer then. LEAVE.,drawer,1.0
Are you looking for X?,23,cord,basket,desk,shared_truth,Are you looking for the cord? It's on the basket.,"Thanks, I will check the basket. LEAVE",basket,1.0
Are you looking for X?,23,cord,basket,desk,ignorance,Are you looking for the cord? It's on the basket.,"Thanks, I will check the basket. LEAVE",basket,1.0
Are you looking for X?,24,cup,shelf,table,shared_truth,Are you looking for the cup? It's on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1.0
Are you looking for X?,24,cup,shelf,table,ignorance,Are you looking for the cup? It's on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1.0
Are you looking for X?,25,dice,table,cup,shared_truth,Are you looking for the dice? It's on the table.,"Thanks, I'll check the table. LEAVE.",table,1.0
Are you looking for X?,25,dice,table,cup,ignorance,Are you looking for the dice? It's on the table.,"Thanks, I'll look on the table. LEAVE",table,1.0
Are you looking for X?,26,drill,bench,tool case,shared_truth,Are you looking for the drill? It's on the workbench.,"Thanks, I'll check the workbench. LEAVE",bench,1.0
Are you looking for X?,26,drill,bench,tool case,ignorance,Are you looking for the drill? It's on the workbench.,"Thanks, I'll check the workbench. LEAVE.",bench,1.0
Are you looking for X?,27,fan,shelf,floor,shared_truth,Are you looking for the fan? It's on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1.0
Are you looking for X?,27,fan,shelf,floor,ignorance,Are you looking for the fan? It's on the shelf.,I'll check the shelf then. LEAVE,shelf,1.0
Are you looking for X?,28,film,shelf,drawer,shared_truth,Are you looking for the film? It's on the shelf.,"Thanks, I'll check the shelf then. LEAVE",shelf,1.0
Are you looking for X?,28,film,shelf,drawer,ignorance,Are you looking for the film? It's on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1.0
Are you looking for X?,29,flag,pole,storage box,shared_truth,Are you looking for the flag? It's on the pole.,"Thanks, that's what I thought. I'",,
Are you looking for X?,29,flag,pole,storage box,ignorance,Are you looking for the flag? It's on the pole.,"Thanks, I'll check the pole. LEAVE",pole,1.0
Are you looking for X?,30,flashlight,drawer,shelf,shared_truth,Are you looking for the flashlight? It's on the drawer.,"Thanks, I'll check the drawer. LEAVE",drawer,1.0
Are you looking for X?,30,flashlight,drawer,shelf,ignorance,Are you looking for the flashlight? It's on the drawer.,"Thanks, I'll check the drawer. LEAVE.",drawer,1.0
Are you looking for X?,31,flask,locker,desk,shared_truth,Are you looking for the flask? It's on the locker.,I'll check the locker then. LEAVE,locker,1.0
Are you looking for X?,31,flask,locker,desk,ignorance,Are you looking for the flask? It's on the locker.,I'll check the locker. LEAVE.,locker,1.0
Are you looking for X?,32,fork,counter,drawer,shared_truth,Are you looking for the fork? It's on the counter.,"Perfect, I will check the counter. LEAVE.",counter,1.0
Are you looking for X?,32,fork,counter,drawer,ignorance,Are you looking for the fork? It's on the counter.,I will look on the counter. LEAVE.,counter,1.0
Are you looking for X?,33,frame,wall,desk,shared_truth,Are you looking for the frame? It's right there on the wall.,I will look on the wall then. LEAVE,wall,1.0
Are you looking for X?,33,frame,wall,desk,ignorance,Are you looking for the frame? It's right there on the wall.,"Thanks, I'll check the wall. LEAVE",wall,1.0
Are you looking for X?,34,glasses,shelf,counter,shared_truth,Are you looking for the glasses? It's right there on the shelf.,"Thanks, I'll check the shelf. LEAVE.",shelf,1.0
Are you looking for X?,34,glasses,shelf,counter,ignorance,Are you looking for the glasses? It's right there on the shelf.,"Thanks, I'll check the shelf. LEAVE",shelf,1.0
Are you looking for X?,35,globe,shelf,desk,shared_truth,Are you looking for the globe? It's on the shelf.,"Thanks, I'll look on the shelf. LEAVE",shelf,1.0
Are you looking for X?,35,globe,shelf,desk,ignorance,Are you looking for the globe? It's on the shelf.,I'll check the shelf. LEAVE,shelf,1.0
Are you looking for X?,36,glove,bench,coat pocket,shared_truth,Are you looking for the glove? It's right over there on the bench.,"Thanks, I'll look on the bench. LEAVE.",bench,1.0
Are you looking for X?,36,glove,bench,coat pocket,ignorance,Are you looking for the glove? It's right over there on the bench.,I'll check the bench then. LEAVE,bench,1.0
Are you looking for X?,37,hammer,floor,shelf,shared_truth,Are you looking for the hammer? It's on the floor.,"Thanks, I will look on the floor. LEAVE",floor,1.0
Are you looking for X?,37,hammer,floor,shelf,ignorance,Are you looking for the hammer? It's on the floor.,"Thanks, I'll check the floor. LEAVE.",floor,1.0
Are you looking for X?,38,hat,hook,chair,shared_truth,Are you looking for the hat? It's on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1.0
Are you looking for X?,38,hat,hook,chair,ignorance,Are you looking for the hat? It's on the hook.,"Thanks, I'll check the hook. LEAVE",hook,1.0
Are you looking for X?,39,jacket,hook,chair,shared_truth,Are you looking for the jacket? It's hanging on the coat hook.,"Yes, I am. I'll check the coat hook. LEAVE.",hook,1.0
Are you looking for X?,39,jacket,hook,chair,ignorance,Are you looking for the jacket? It's hanging on the coat hook.,"Thanks, I'll check the coat hook. LEAVE",hook,1.0
